policy_number,proposal_number,agent_id,business_type,sub_business_type,policy_type,risk_start_date,policy_end_date,login,post_year,post_month,source_type,transaction_issue_date,main_product,sub_package_code,max_package_code,gwp,upsell_amnt,proposal_received_date,cover_type,rn_amount,policy_status_code,sum_insured,initial_nol,month,cancel_decline_reason,cancel_decline_date,date_of_issuance,eldest_member_age,mode_of_payment,type_of_cheque,bank_name,receipt_no,receipt_status,cheque_no,transaction_no,underwriting_decision_desc,partner_rm_code,partner_branch_code,auto_renewal_flag,loan_no,account_no,loan_type,smartselect_flag,transaction_date,new_login_date,transaction_issuance_date,master_policy_number,per_mile_rate,business_source_type,initial_premium,benefitgroup_1,add_on_prmm_amnt_1,benefitgroup_2,add_on_prmm_amnt_2,benefitgroup_3,add_on_prmm_amnt_3,benefitgroup_4,add_on_prmm_amnt_4,benefitgroup_5,add_on_prmm_amnt_5,benefitgroup_6,add_on_prmm_amnt_6,benefitgroup_7,add_on_prmm_amnt_7,benefitgroup_8,add_on_prmm_amnt_8,benefitgroup_9,add_on_prmm_amnt_9,benefitgroup_10,add_on_prmm_amnt_10,sp_code,sp_name,product,customer_zone,customer_id,customer_type,payment_frequency,sub_package,branch_code,arm,agent_joining_date,vertical,sub_vertical,parent_bp_name,parent_bp_code,intermediary_category,agent_name,sub_sourcing_location,rm_id,rm_sm_name,eximius_status,tenure,nol,customer_name,process_status_description,partner_branch_name,partner_zone_name,branch_name,zone,src_typ_flg,load_date,run_day,agent_category,customer_city,customer_pin_code,total_gwp,igst_amount,cgst_amount,sgst_amount,ugst_amount,propero_y_flag,payment_ref,customer_gender,customer_dob,emailid,customer_contact_no,customer_pan,customer_address,bank_unique_code,portability_type,group_partner_cif_id,group_partner_branch_code,group_partner_rm_cd,customer_occupation,agent_state,initial_nol_main_member_count,online_offline_type,care_shield_amount,retail_previous_insurer_name,group_previous_insurer_name,previous_policy_number,previous_policy_expiry_date,pcrdate,stp_nstp,future_gwp,ckyc_number,proposal_modification_date,latest_rm_id,latest_rm_nm,run_year,run_month,email
POL-58291349,PROP-55904597,AGT-5632,Portability,Retail,Floater,2025-03-30,2026-03-30,1.0,2025,3,Agency,2025-03-30,Health Secure,PKG-2,MAX-3,29888.89,2810.42,2025-03-29,Base,0.0,ACTIVE,300000,4,3,,,2025-03-30,69,Online,Local,Punjab National Bank,RCPT-912037,Cleared,807812.0,TXN-9563679577,Approved,RM-46,BR-47,Y,,UTAU6048058925832,,Y,2025-03-30,2025-03-29,2025-03-30,,,Direct,29888.89,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-699,Ramaswamy Group,Super Topup,South,CUST-789410,Individual,Annual,Gold,BR-96,ARM-4,2023-04-11,Agency,Direct,"Chana, Kapadia and Sankaran",BP-901,Agent,Meera Divan,Naihati,RM-23,Vamakshi Bawa,Standard,1,3,Adweta Chada,Issued,Orai Branch,West Zone,Bikaner Office,West,Digital,2025-11-24 10:29:49.495880,24,Advisor,Ongole,769389,35268.89,5380.0,0.0,0.0,0.0,Y,PAY-96425,Female,1977-12-03,ekballata@example.com,9116655355,WNZCN9042J,"352, Chowdhury Zila, Latur-405147",AKGXGB8NN87,Portability,,,,Further education lecturer,Nagaland,1,Offline,0.0,Dhaliwal-Badami,,,,,NSTP,29888.89,CKYC-2262584884,2025-03-29,RM-40,Onkar Bhasin,2025,3,kamaljeet.singh@sentra.com
POL-93486229,PROP-82941828,AGT-1412,Renewal,Retail,Individual,2025-03-06,2026-03-06,1.0,2025,3,Agency,2025-03-06,Senior Care,PKG-2,MAX-3,28040.14,794.39,2025-02-25,Comprehensive,28040.14,ACTIVE,1000000,1,3,,,2025-03-06,37,DD,Local,Dhanlaxmi Bank,RCPT-55663,Cleared,487546.0,TXN-35795037,Approved,RM-44,BR-10,N,,MVIV5104636815798,,N,2025-03-06,2025-02-25,2025-03-06,,,Direct,28040.14,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-423,Grewal and Sons,Group Activ,South,CUST-524970,Individual,Annual,Gold,BR-99,ARM-3,2024-10-05,Agency,Direct,"Bains, Baral and Kota",BP-237,Agent,Gauri Suri,Sangli-Miraj & Kupwad,RM-46,Idika Pandey,Standard,1,1,Chasmum Keer,Issued,Ghaziabad Branch,South Zone,Munger Office,North,Digital,2025-11-24 10:29:49.496898,24,Advisor,Miryalaguda,325621,33087.37,5047.230000000003,0.0,0.0,0.0,Y,PAY-95668,Male,1968-12-22,omishakhosla@example.net,916495782329,STHIB8324X,"H.No. 18, Dani Circle, Ratlam-056647",EYGDGBILBRO,,,,,"Therapist, occupational",Haryana,1,Online,0.0,,,POL-OLD-924,2025-03-05,,NSTP,28040.14,CKYC-9581695695,2025-02-25,RM-32,Jagrati Buch,2025,3,kamaljeet.singh@sentra.com
POL-63968467,PROP-17996802,AGT-4327,Portability,Retail,Floater,2025-08-01,2026-08-01,1.0,2025,8,Digital,2025-08-01,Senior Care,PKG-4,MAX-2,14980.93,3361.95,2025-07-31,Comprehensive,0.0,ACTIVE,300000,1,8,,,2025-08-01,29,DD,Outstation,Yes Bank,RCPT-887240,Cleared,,TXN-6892184524,Approved,RM-3,BR-45,Y,,WULF6772233060463,,N,2025-08-01,2025-07-31,2025-08-01,,,Direct,14980.93,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-421,"Jain, Jayaraman and Bhatti",Super Topup,North,CUST-185679,Individual,Annual,Gold,BR-80,ARM-1,2024-08-08,Agency,Direct,Suri-Nair,BP-537,Agent,Yatin Sane,Kalyan-Dombivli,RM-16,Dhriti Ramesh,Standard,1,3,Ikbal Seth,Issued,Kalyan-Dombivli Branch,West Zone,Kadapa Office,West,Digital,2025-11-24 10:29:49.498043,24,Advisor,Thane,803476,17677.5,2696.57,0.0,0.0,0.0,Y,PAY-39918,Male,1993-08-21,triya26@example.com,827718129,UCBLD8266L,"H.No. 452, Chand Zila, Hospet-186892",RMBYGBKVJKJ,Portability,,,,Editorial assistant,Tripura,1,Online,0.0,"Behl, Saini and Morar",,,,,STP,14980.93,CKYC-9919305585,2025-07-31,RM-14,Bhavya Golla,2025,8,kamaljeet.singh@sentra.com
POL-17659164,PROP-27226295,AGT-1191,New Business,Retail,Group,2025-01-05,2026-01-05,1.0,2025,1,Broker,2025-01-05,Senior Care,PKG-5,MAX-5,39149.54,2224.36,2024-12-22,Base,0.0,ACTIVE,1000000,3,1,,,2025-01-05,66,CC,Outstation,Bank of Baroda,RCPT-652801,Cleared,,TXN-7582317251,Approved,RM-18,BR-29,Y,,AOPP8097339776719,,N,2025-01-05,2024-12-22,2025-01-05,,,Direct,39149.54,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-623,"Ahuja, Konda and Mall",Health Secure,South,CUST-649871,Individual,Annual,Gold,BR-46,ARM-3,2023-05-30,Agency,Direct,Bawa and Sons,BP-342,Agent,Christopher Palla,Ulhasnagar,RM-34,Chanchal Narula,Standard,1,2,Chandran Chopra,Issued,Mangalore Branch,South Zone,Anantapuram Office,South,Digital,2025-11-24 10:29:49.499044,24,Advisor,Sirsa,14556,46196.46,7046.919999999998,0.0,0.0,0.0,Y,PAY-8869,Female,1992-09-04,masterurishilla@example.org,914586833901,USMYT9817S,"H.No. 89, Pandya, Srikakulam-877293",GADAGB3HN00,,,,,Armed forces technical officer,Karnataka,1,Offline,0.0,,,,,,NSTP,39149.54,CKYC-911984483,2024-12-22,RM-25,Baghyawati Kumar,2025,1,kamaljeet.singh@sentra.com
POL-41308532,PROP-40303435,AGT-6747,New Business,Retail,Group,2025-09-08,2026-09-08,1.0,2025,9,Banca,2025-09-08,Senior Care,PKG-3,MAX-5,45022.99,1206.21,2025-09-05,Comprehensive,0.0,ACTIVE,500000,4,9,,,2025-09-08,25,CC,Outstation,Yes Bank,RCPT-576710,Cleared,,TXN-26333597,Approved,RM-33,BR-40,N,,VKKM9902355770272,,N,2025-09-08,2025-09-05,2025-09-08,,,Direct,45022.99,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-460,"Sharma, Yadav and Nayak",Group Activ,West,CUST-484935,Individual,Annual,Gold,BR-80,ARM-2,2024-01-12,Agency,Direct,Bhalla-Verma,BP-417,Agent,Diya Wason,Dhule,RM-27,Irya Bhatti,Standard,1,1,Avni Balasubramanian,Issued,Gandhinagar Branch,North Zone,Aurangabad Office,West,Digital,2025-11-24 10:29:49.499987,24,Advisor,Gaya,450461,53127.13,8104.139999999999,0.0,0.0,0.0,Y,PAY-65149,Male,2000-02-24,siya43@example.net,2150317807,EUHTX8235U,"23/07, Vig Marg, Kolkata-091570",QYVXGBTB,,,,,Technical brewer,Tripura,1,Offline,0.0,,,,,,NSTP,45022.99,CKYC-9930578136,2025-09-05,RM-32,Ekani Iyer,2025,9,kamaljeet.singh@sentra.com
POL-37131272,PROP-71440849,AGT-8257,Portability,Retail,Group,2025-02-01,2026-02-01,1.0,2025,2,Broker,2025-02-01,Senior Care,PKG-2,MAX-3,31582.68,3329.07,2025-01-18,Base,0.0,ACTIVE,500000,4,2,,,2025-02-01,63,Cheque,Local,ICICI Bank,RCPT-810326,Cleared,462543.0,TXN-2882455823,Approved,RM-28,BR-34,Y,,IEFI1098813858542,,Y,2025-02-01,2025-01-18,2025-02-01,,,Direct,31582.68,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-391,"Mander, Konda and Garg",Health Secure,North,CUST-74703,Individual,Annual,Gold,BR-70,ARM-5,2022-02-20,Agency,Direct,Zachariah-Sawhney,BP-623,Agent,Kalpit Balakrishnan,Dhanbad,RM-33,Leela Bhagat,Standard,1,5,Pooja Ramanathan,Issued,Kavali Branch,East Zone,Tadepalligudem Office,East,Digital,2025-11-24 10:29:49.500892,24,Advisor,Bijapur,381792,37267.56,5684.879999999997,0.0,0.0,0.0,Y,PAY-12178,Female,1996-02-08,dchatterjee@example.com,7733294562,BEEHW5577E,"H.No. 59, Datta, Machilipatnam-581487",SNHTGBP9K4Y,Portability,,,,Brewing technologist,Karnataka,1,Offline,0.0,Sankar Group,,,,,STP,31582.68,CKYC-2981279224,2025-01-18,RM-5,Faras Sur,2025,2,kamaljeet.singh@sentra.com
POL-80003898,PROP-62130518,AGT-1201,Portability,Retail,Individual,2025-01-03,2026-01-03,1.0,2025,1,Agency,2025-01-03,Group Activ,PKG-2,MAX-2,33560.34,4664.64,2025-01-02,Base,0.0,ACTIVE,300000,1,1,,,2025-01-03,28,DD,Outstation,ICICI Bank,RCPT-582051,Cleared,,TXN-1912189154,Approved,RM-66,BR-38,N,,JMCT1965701329022,,N,2025-01-03,2025-01-02,2025-01-03,,,Direct,33560.34,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-964,Wali-Manne,Group Activ,North,CUST-408926,Individual,Annual,Gold,BR-95,ARM-4,2023-05-11,Agency,Direct,Hayre-Jha,BP-293,Agent,Chandani Modi,Hapur,RM-49,Abhiram Uppal,Standard,1,4,Joshua Menon,Issued,Uluberia Branch,West Zone,Mumbai Office,West,Digital,2025-11-24 10:29:49.502097,24,Advisor,Bhubaneswar,36965,39601.2,6040.860000000001,0.0,0.0,0.0,Y,PAY-93293,Male,1969-01-04,isaran@example.org,2723865624,PBJUF2201Q,"H.No. 267, Sandal, Malda-876532",TASPGBP6R08,Portability,,,,Technical author,Kerala,1,Online,0.0,Barad PLC,,,,,STP,33560.34,CKYC-1583033048,2025-01-02,RM-2,Fariq Dhar,2025,1,kamaljeet.singh@sentra.com
POL-70653292,PROP-37503167,AGT-5599,New Business,Retail,Floater,2025-08-17,2026-08-17,1.0,2025,8,Banca,2025-08-17,Super Topup,PKG-3,MAX-4,48240.47,3416.45,2025-08-16,Comprehensive,0.0,ACTIVE,300000,4,8,,,2025-08-17,42,Online,Outstation,RBL Bank,RCPT-542060,Cleared,82034.0,TXN-2620233330,Approved,RM-43,BR-47,Y,,HPUX1894905807787,,Y,2025-08-17,2025-08-16,2025-08-17,,,Direct,48240.47,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-868,"Narula, Sama and Pandit",Super Topup,North,CUST-836997,Individual,Annual,Gold,BR-90,ARM-2,2022-01-27,Agency,Direct,Banik Ltd,BP-781,Agent,Abha Bhat,Adoni,RM-28,Charan Manne,Standard,1,2,Bhavini Sundaram,Issued,Cuttack Branch,West Zone,Alwar Office,South,Digital,2025-11-24 10:29:49.503163,24,Advisor,Mira-Bhayandar,440192,56923.75,8683.279999999999,0.0,0.0,0.0,Y,PAY-77564,Male,1991-06-14,zpingle@example.org,3728051292,QCUOK7663N,"41/027, Soni Marg, Fatehpur 667428",AJZOGBYU7CG,,,,,Ship broker,Rajasthan,1,Offline,0.0,,,,,,STP,48240.47,CKYC-7920947409,2025-08-16,RM-12,Gautami Madan,2025,8,kamaljeet.singh@sentra.com
POL-13190487,PROP-34271680,AGT-9025,Portability,Retail,Group,2025-02-28,2026-02-28,1.0,2025,2,Agency,2025-02-28,Group Activ,PKG-1,MAX-1,40552.78,3645.65,2025-02-20,Comprehensive,0.0,ACTIVE,1000000,3,2,,,2025-02-28,70,Online,Outstation,Karnataka Bank,RCPT-483507,Cleared,810707.0,TXN-9628444665,Approved,RM-69,BR-32,Y,,VSYG8525800106181,,N,2025-02-28,2025-02-20,2025-02-28,,,Direct,40552.78,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-865,"Sehgal, Panchal and Kanda",Group Activ,East,CUST-760480,Individual,Annual,Gold,BR-33,ARM-3,2022-01-10,Agency,Direct,Bandi Inc,BP-357,Agent,Dakshesh Kalla,Jamshedpur,RM-13,Kalpit Prashad,Standard,1,1,Indrajit Gour,Issued,Durg Branch,West Zone,Aurangabad Office,South,Digital,2025-11-24 10:29:49.504341,24,Advisor,Bally,542140,47852.28,7299.5,0.0,0.0,0.0,Y,PAY-50174,Female,1969-05-18,kuruvillaalka@example.org,1739627128,CTQGC6391E,"07, Acharya Street, Pali 256908",PNMXGBE8OAY,Portability,,,,Race relations officer,Bihar,1,Online,0.0,"Wason, Parmer and Nath",,,,,STP,40552.78,CKYC-7223429499,2025-02-20,RM-36,Christopher Chana,2025,2,kamaljeet.singh@sentra.com
POL-45642455,PROP-10798726,AGT-8918,Portability,Retail,Group,2025-04-05,2026-04-05,1.0,2025,4,Broker,2025-04-05,Super Topup,PKG-2,MAX-5,30628.61,375.44,2025-04-01,Base,0.0,ACTIVE,300000,2,4,,,2025-04-05,63,CC,Local,RBL Bank,RCPT-797392,Cleared,,TXN-7587094479,Approved,RM-15,BR-9,N,,UGFR0634615717320,,N,2025-04-05,2025-04-01,2025-04-05,,,Direct,30628.61,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-776,Bakshi Ltd,Group Activ,South,CUST-621748,Individual,Annual,Gold,BR-32,ARM-2,2021-11-06,Agency,Direct,Bhatnagar-Zachariah,BP-930,Agent,Xalak Walla,Pune,RM-46,Harinakshi Bhalla,Standard,1,3,Brijesh Ravi,Issued,Rajpur Sonarpur Branch,North Zone,Jorhat Office,North,Digital,2025-11-24 10:29:49.505335,24,Advisor,Adoni,102707,36141.76,5513.1500000000015,0.0,0.0,0.0,Y,PAY-81051,Female,1947-10-13,akshaygera@example.net,914179291117,ZMBVZ9931V,"H.No. 982, Kala Path, Guntakal-511426",WLRFGB2P,Portability,,,,Television camera operator,Arunachal Pradesh,1,Online,0.0,Chaudhry Ltd,,,,,NSTP,30628.61,CKYC-6925383538,2025-04-01,RM-42,Amol Sur,2025,4,kamaljeet.singh@sentra.com
POL-969588,PROP-24080385,AGT-8416,New Business,Retail,Group,2024-12-22,2025-12-22,1.0,2024,12,Broker,2024-12-22,Super Topup,PKG-2,MAX-2,11498.42,3661.51,2024-12-11,Comprehensive,0.0,ACTIVE,300000,3,12,,,2024-12-22,18,DD,Local,Indian Bank,RCPT-741071,Cleared,683415.0,TXN-5513585010,Approved,RM-50,BR-19,Y,,WZZY7232487632909,,Y,2024-12-22,2024-12-11,2024-12-22,,,Direct,11498.42,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-264,Tata PLC,Group Activ,South,CUST-996459,Individual,Annual,Gold,BR-43,ARM-1,2021-03-31,Agency,Direct,Pall-Sahota,BP-227,Agent,Warinder Handa,Bettiah,RM-22,Janaki Zacharia,Standard,1,1,Ucchal Joshi,Issued,Meerut Branch,South Zone,Gorakhpur Office,South,Digital,2025-11-24 10:29:49.506293,24,Advisor,Bhalswa Jahangir Pur,220054,13568.14,2069.72,0.0,0.0,0.0,Y,PAY-27471,Female,1972-04-12,sudiksha01@example.net,918220781137,MVRUO9956X,"136, Prashad Ganj, Srinagar 970623",FMLEGB3MWRM,,,,,Legal executive,Chhattisgarh,1,Online,0.0,,,,,,STP,11498.42,CKYC-8727779832,2024-12-11,RM-10,Avni Deshpande,2024,12,kamaljeet.singh@sentra.com
POL-62482955,PROP-61549421,AGT-8571,New Business,Retail,Floater,2025-01-02,2026-01-02,1.0,2025,1,Agency,2025-01-02,Group Activ,PKG-1,MAX-2,22977.36,2861.29,2024-12-25,Base,0.0,ACTIVE,300000,1,1,,,2025-01-02,26,Online,Outstation,Karur Vysya Bank,RCPT-179517,Cleared,797273.0,TXN-1475647712,Approved,RM-14,BR-37,Y,,JTFZ9298316873977,,N,2025-01-02,2024-12-25,2025-01-02,,,Direct,22977.36,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-455,Atwal-Sangha,Super Topup,East,CUST-771939,Individual,Annual,Gold,BR-85,ARM-5,2024-05-20,Agency,Direct,Narang Group,BP-272,Agent,Manthan Ahluwalia,Varanasi,RM-16,Upma Thaman,Standard,1,2,Pavani Wali,Issued,Nangloi Jat Branch,South Zone,Bidhannagar Office,South,Digital,2025-11-24 10:29:49.507284,24,Advisor,New Delhi,806325,27113.28,4135.919999999998,0.0,0.0,0.0,Y,PAY-38769,Female,1959-12-16,babuvarsha@example.net,2799077262,YSVHC5701S,"98/931, Nayak, Kottayam-016579",LLFUGB9E,,,,,"Surveyor, mining",Tamil Nadu,1,Offline,0.0,,,,,,STP,22977.36,CKYC-3322481528,2024-12-25,RM-11,Gaurika Khare,2025,1,kamaljeet.singh@sentra.com
POL-87112459,PROP-64222305,AGT-1999,Renewal,Retail,Group,2025-06-08,2026-06-08,1.0,2025,6,Broker,2025-06-08,Super Topup,PKG-5,MAX-3,44169.31,555.26,2025-05-25,Comprehensive,44169.31,ACTIVE,1000000,2,6,,,2025-06-08,22,Online,Outstation,Bandhan Bank,RCPT-789759,Cleared,,TXN-5263212814,Approved,RM-6,BR-25,N,,LIQV6401557788178,,Y,2025-06-08,2025-05-25,2025-06-08,,,Direct,44169.31,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-533,"Walia, Master and Seth",Senior Care,North,CUST-651114,Individual,Annual,Gold,BR-31,ARM-3,2022-05-14,Agency,Direct,"Bhatti, Guha and Shankar",BP-462,Agent,Faris Raman,Tumkur,RM-39,Ikbal Gala,Standard,1,1,Isaac Divan,Issued,Saharanpur Branch,South Zone,Saharsa Office,West,Digital,2025-11-24 10:29:49.508294,24,Advisor,Durg,827567,52119.79,7950.480000000003,0.0,0.0,0.0,Y,PAY-96693,Male,1985-07-06,ranbir10@example.org,5695579887,YTKYQ7492O,"H.No. 02, Mane Path, Rourkela-842222",DBKSGBI2,,,,,Gaffer,Kerala,1,Offline,0.0,,,POL-OLD-453,2025-06-07,,NSTP,44169.31,CKYC-792406808,2025-05-25,RM-7,Edhitha Padmanabhan,2025,6,super.admin@sentra.com
POL-60187134,PROP-72459667,AGT-4448,New Business,Retail,Group,2025-01-16,2026-01-16,1.0,2025,1,Broker,2025-01-16,Group Activ,PKG-1,MAX-1,6623.66,1166.31,2025-01-08,Base,0.0,ACTIVE,1000000,4,1,,,2025-01-16,49,Online,Local,UCO Bank,RCPT-559565,Cleared,316208.0,TXN-4402020245,Approved,RM-9,BR-29,N,,PYEO5208854749297,,Y,2025-01-16,2025-01-08,2025-01-16,,,Direct,6623.66,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-263,Chowdhury-Srinivas,Group Activ,North,CUST-943901,Individual,Annual,Gold,BR-11,ARM-5,2021-01-20,Agency,Direct,"Dada, Morar and Bakshi",BP-584,Agent,Thomas Sehgal,Tiruchirappalli,RM-5,Christopher Hayer,Standard,1,4,Arunima Hayre,Issued,Gwalior Branch,West Zone,Chandigarh Office,South,Digital,2025-11-24 10:29:49.509179,24,Advisor,Jammu,599805,7815.92,1192.2600000000002,0.0,0.0,0.0,Y,PAY-52108,Male,1954-03-21,ypingle@example.com,914554781376,UAILM7426F,"H.No. 78, Bhatti Path, Hubli–Dharwad-646287",GFMJGB95,,,,,Archivist,Uttarakhand,1,Offline,0.0,,,,,,NSTP,6623.66,CKYC-7843676736,2025-01-08,RM-32,Wakeeta Sheth,2025,1,super.admin@sentra.com
POL-328387,PROP-20672747,AGT-5986,Portability,Retail,Individual,2025-02-13,2026-02-13,1.0,2025,2,Agency,2025-02-13,Super Topup,PKG-4,MAX-5,21780.93,2480.67,2025-02-01,Comprehensive,0.0,ACTIVE,500000,2,2,,,2025-02-13,23,CC,Outstation,DCB Bank,RCPT-314750,Cleared,671670.0,TXN-2029548895,Approved,RM-76,BR-25,Y,,UVJN2730147195979,,N,2025-02-13,2025-02-01,2025-02-13,,,Direct,21780.93,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-455,Kuruvilla-Soni,Health Secure,West,CUST-727968,Individual,Annual,Gold,BR-38,ARM-3,2024-03-02,Agency,Direct,Vala-Badal,BP-613,Agent,Nicholas Bhardwaj,Imphal,RM-39,Krishna Parikh,Standard,1,5,Chatresh Mahajan,Issued,Gurgaon Branch,North Zone,Nashik Office,South,Digital,2025-11-24 10:29:49.510050,24,Advisor,Jalna,832192,25701.5,3920.57,0.0,0.0,0.0,Y,PAY-71265,Male,1965-03-22,charvi45@example.org,9520284576,JGOMY5213J,"11, Badal Street, Karnal 527985",WJAXGBHO,Portability,,,,"Conservation officer, historic buildings",West Bengal,1,Online,0.0,"Dhar, Karan and Mohanty",,,,,NSTP,21780.93,CKYC-538349165,2025-02-01,RM-15,Farhan Sandal,2025,2,super.admin@sentra.com
POL-14995099,PROP-10433455,AGT-6094,New Business,Retail,Group,2025-08-02,2026-08-02,1.0,2025,8,Banca,2025-08-02,Health Secure,PKG-2,MAX-5,32639.4,1767.69,2025-07-20,Base,0.0,ACTIVE,1000000,4,8,,,2025-08-02,42,DD,Outstation,Bank of India,RCPT-812323,Cleared,507778.0,TXN-7547692193,Approved,RM-38,BR-3,N,,BGDB8907140140119,,Y,2025-08-02,2025-07-20,2025-08-02,,,Direct,32639.4,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-255,Iyengar and Sons,Group Activ,West,CUST-703175,Individual,Annual,Gold,BR-26,ARM-1,2022-04-20,Agency,Direct,Dhingra Ltd,BP-103,Agent,Ijaya Pandey,Orai,RM-41,Yashasvi Bir,Standard,1,3,Akshay Wadhwa,Issued,Nellore Branch,West Zone,Tirunelveli Office,South,Digital,2025-11-24 10:29:49.511036,24,Advisor,Navi Mumbai,875927,38514.49,5875.0899999999965,0.0,0.0,0.0,Y,PAY-88280,Female,2005-03-26,isharaghavan@example.com,918361517182,UCFUF7548H,"94, Kara Chowk, Ramagundam-317520",VDMOGB7FHJZ,,,,,Oncologist,Tamil Nadu,1,Offline,0.0,,,,,,NSTP,32639.4,CKYC-9026827904,2025-07-20,RM-23,Dhruv Patla,2025,8,super.admin@sentra.com
POL-45450370,PROP-26878911,AGT-9049,Renewal,Retail,Floater,2025-11-14,2026-11-14,1.0,2025,11,Digital,2025-11-14,Super Topup,PKG-2,MAX-1,39544.24,1444.07,2025-10-31,Comprehensive,39544.24,ACTIVE,500000,3,11,,,2025-11-14,69,Cheque,Local,Karnataka Bank,RCPT-128725,Cleared,244181.0,TXN-7894618608,Approved,RM-52,BR-34,N,,XPIY9946579678427,,Y,2025-11-14,2025-10-31,2025-11-14,,,Direct,39544.24,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-701,Das LLC,Senior Care,North,CUST-513111,Individual,Annual,Gold,BR-69,ARM-3,2022-11-19,Agency,Direct,"Desai, Balan and Chaudhary",BP-554,Agent,Ekansh Tara,Mangalore,RM-22,Eta Dua,Standard,1,2,Gopal Bose,Issued,Kirari Suleman Nagar Branch,West Zone,Durg Office,West,Digital,2025-11-24 10:29:49.511993,24,Advisor,Pallavaram,858800,46662.2,7117.959999999999,0.0,0.0,0.0,Y,PAY-56414,Female,2000-05-05,rajagopalshivani@example.com,7700284276,WHKRF2467Q,"28/06, Talwar Road, Tadepalligudem-450090",LLZXGBBV,,,,,Museum/gallery conservator,Bihar,1,Online,0.0,,,POL-OLD-189,2025-11-13,,NSTP,39544.24,CKYC-6133849777,2025-10-31,RM-46,Nisha Panchal,2025,11,super.admin@sentra.com
POL-32779846,PROP-33234179,AGT-5983,Renewal,Retail,Floater,2024-12-13,2025-12-13,1.0,2024,12,Agency,2024-12-13,Senior Care,PKG-1,MAX-5,24721.8,454.13,2024-11-30,Base,24721.8,ACTIVE,1000000,2,12,,,2024-12-13,30,Cheque,Outstation,City Union Bank,RCPT-679564,Cleared,327260.0,TXN-2544904142,Approved,RM-61,BR-23,N,,WCJD5208507698640,,N,2024-12-13,2024-11-30,2024-12-13,,,Direct,24721.8,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-825,"Singh, Bains and Nadig",Super Topup,West,CUST-396086,Individual,Annual,Gold,BR-11,ARM-1,2023-03-06,Agency,Direct,Chaudhari-Suresh,BP-599,Agent,Samesh Nayar,Ambala,RM-36,Ojas Mistry,Standard,1,4,Rajata Jaggi,Issued,Aurangabad Branch,South Zone,Tumkur Office,North,Digital,2025-11-24 10:29:49.512891,24,Advisor,Nashik,963919,29171.72,4449.920000000002,0.0,0.0,0.0,Y,PAY-12416,Female,1982-03-08,ekalinga98@example.com,3514846853,GDQWJ6649L,"73/74, Saraf Circle, Nagaon 572324",NKCUGBN0RSK,,,,,Furniture conservator/restorer,Sikkim,1,Online,0.0,,,POL-OLD-864,2024-12-12,,STP,24721.8,CKYC-2582272957,2024-11-30,RM-13,William Comar,2024,12,super.admin@sentra.com
POL-3718391,PROP-32962076,AGT-1878,Renewal,Retail,Group,2025-01-16,2026-01-16,1.0,2025,1,Banca,2025-01-16,Health Secure,PKG-3,MAX-1,11241.29,2523.53,2025-01-11,Base,11241.29,ACTIVE,300000,2,1,,,2025-01-16,18,Online,Local,HDFC Bank,RCPT-486706,Cleared,508960.0,TXN-6168143900,Approved,RM-15,BR-22,Y,,UBGF4204482070015,,Y,2025-01-16,2025-01-11,2025-01-16,,,Direct,11241.29,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-363,"Misra, Bhatt and Ray",Super Topup,West,CUST-940334,Individual,Annual,Gold,BR-75,ARM-3,2022-05-07,Agency,Direct,"Chana, Ranganathan and Dey",BP-250,Agent,Isaac Tella,Nagaon,RM-25,Watika Chana,Standard,1,1,Jason Munshi,Issued,Bhimavaram Branch,West Zone,Noida Office,North,Digital,2025-11-24 10:29:49.513794,24,Advisor,Bellary,123476,13264.72,2023.4299999999985,0.0,0.0,0.0,Y,PAY-33332,Female,1999-04-05,swaminathankavya@example.net,915867342575,VQZDS4090Y,"64/51, Khalsa Circle, Munger-644134",FOUKGB0C,,,,,Graphic designer,West Bengal,1,Online,0.0,,,POL-OLD-412,2025-01-15,,STP,11241.29,CKYC-6406767748,2025-01-11,RM-29,Gaurangi Sami,2025,1,super.admin@sentra.com
